id,mileage,customer_id,dealership_id,interior_condition,powertrain,vehicle_type,structural_damage,exterior_condition,windshield,tires_status,tires_needs_new,tires_brand,wheels_alloy,wheels_size,wheels_condition,year,style,trans,engine,drivetrain,division,base_price,tires,seats,paint,color,interior_color,seconds_in_disposition,transports_count,bought_price,costs,profit
231,99055,9,6,2,2,Live-Trade,1,2,2,0,0,Other,0,0,0,0,0,0,0,Other,0,0,0,Leather,0,Blue,0,2101495,0,19500,310,good
370,104895,9,6,1,2,Live-Trade,1,1,2,0,0,BFGoodrich,0,17,1,2007,2dr Roadster 3.0si,6-speed Steptronic Automatic Transmission,6,Rear Wheel Drive,BMW,39010,0,Leather,0,Alpine White,Beige,1576440,0,9000,125,bad
389,11228,6,5,1,2,Live-Trade,1,1,2,0,1,Yokohama,0,10,2,2015,4dr Auto 2.5i Limited PZEV,Automatic,4 Cyl,All Wheel Drive,Subaru,26313,0,Leather,0,Quartz Blue Pearl,Gray,868668,0,24650,400,average
391,11107,9,6,2,2,Front-Line CPO,1,2,2,0,1,Michelin,1,17,2,2013,4dr Sdn RWD,Automatic,6,Rear Wheel Drive,Lexus,43945,0,Leather,0,Satin Cashmere Metallic,Flaxen,549338,0,34700,0,average
403,32997,9,6,2,2,Live-Trade,1,1,2,4,0,Continental Tire,1,18,1,2012,4dr Sdn Lux,Automatic,4,Front Wheel Drive,Volkswagen,30131,0,Leather,0,Deep Black Metallic,Cornsilk Beige/Black,103333,0,13700,350,good
407,37045,41,32,2,2,Live-Trade,1,1,2,2,2,Michelin,1,16,1,2011,4dr Wgn SE w/RSE,Automatic,V6,Front Wheel Drive,Volkswagen,32404,0,Leather,0,Deep Claret Metallic,Sierra Stone,447954,0,14500,0,good
408,30020,41,32,2,2,Front-Line,1,1,2,0,1,Goodyear,1,19,2,2012,"4WD Crew Cab 143.5"" SLE","Transmission, 4-Speed Automatic, Electronically Controlled","Engine, Vortec 5.3L Variable Valve Timing V8 Sfi Flexfuel With Active Fuel Management",Four Wheel Drive,GMC,33833,0,"Seats, Front 40/20/40 Split-Bench",0,Quicksilver Metallic,Ebony,99044,0,27000,0,average
411,33700,32,27,2,2,Front-Line CPO,1,2,2,0,1,Bridgestone,1,18,1,2013,4dr SEL FWD,6-Speed Automatic Transmission,3.5L Ti-Vct V6 Engine,Front Wheel Drive,Ford,29001,0,Cloth,0,Deep Impact Blue Metallic,Charcoal Black,543397,0,18000,200,average
418,30077,41,32,2,2,Front-Line CPO,1,2,2,0,0,Kumho Tires,1,18,2,2011,4dr Sdn V6 CVT 3.5 SV w/Premium Pkg,Automatic,V6,Front Wheel Drive,Nissan,31550,0,Leather,0,Super Black,Charcoal,197000,0,18000,0,bad
425,45490,41,32,2,2,Live-Trade,1,2,2,0,1,Bridgestone,1,19,2,2012,FWD 4dr Denali,"Transmission, 6-Speed Automatic, Electronically Controlled","Engine, 3.6L Sidi V6",Front Wheel Drive,GMC,42569,0,Reclining Front Buckets,0,White Diamond Tricoat,Cashmere,40672,0,27200,185,good
416,61661,41,32,2,2,Live-Trade,1,2,2,0,1,Michelin,1,17,2,2011,RWD 4dr Limited,5-Speed Automatic Transmission,3.6L Vvt V6 Flex-Fuel Engine,Rear Wheel Drive,Jeep,34626,0,Leather,0,Brilliant Black Crystal Pearl,Black Interior,40550,0,21500,150,average
409,17278,41,32,2,2,Live-Trade,1,2,2,0,1,Michelin,1,17,2,2014,Double Cab 4.0L V6 5-Spd AT SR (Natl),Automatic,V6,Rear Wheel Drive,Toyota,25059,0,Cloth,0,Super White,Graphite,30962,0,23200,0,good
427,20717,41,32,2,2,Front-Line CPO,1,2,2,0,0,Kumho Tires,1,16,2,2014,4dr Wgn Touring,Transmission: 6-Speed Automatic 62Te,Engine: 3.6L V6 24V Vvt,Front Wheel Drive,Chrysler,29534,0,"Dk Frost Beige/Med Beige, Leather Trimmed Bucket Seats",0,Cashmere/Sandstone Pearlcoat,Dk Frost Beige/Med Beige,27858,0,20000,35,good
440,2429,54,40,2,2,Live-Trade,1,2,2,4,0,Goodyear,1,19,2,2006,2dr Cpe,"Transmission, 6-Speed Manual, Short-Throw","Engine, 6.0L V8 Sfi",Rear Wheel Drive,Chevrolet,39102,0,"Seats, Front Bucket With Leather Seating Surfaces",0,Velocity Yellow Tintcoat,Ebony,102736,0,25000,150,average
467,57523,41,32,2,2,Live-Trade,1,2,2,0,0,Goodyear,0,18,2,2011,4WD 4dr,Automatic,V8,Four Wheel Drive,Lexus,47209,0,Leather,0,Satin Cashmere Metallic,Ecru,254014,0,32700,0,average
474,53532,63,3,2,2,Front-Line,1,2,2,0,0,Continental Tire,0,20,2,2012,AWD 4dr 35d,Automatic,Diesel ,All Wheel Drive,BMW,52165,0,Leather,0,Alpine White,Tobacco,11115,0,33600,0,average
480,30412,41,32,2,2,Live-Trade,1,1,1,0,0,Kumho Tires,0,18,2,2012,3dr Cpe Auto w/Red Int,Automatic,4Cyl,Front Wheel Drive,Hyundai,17887,0,Leather,0,Boston Red Metallic,Black/Red,603107,0,12400,150,good
530,21365,63,3,2,2,Live-Trade,1,2,2,4,0,BFGoodrich,0,13,2,2007,2dr Cpe Z06,"Transmission, 6-Speed Manual, Short-Throw","Engine, 7.0L (427 Ci) Ls7 V8 Sfi",Rear Wheel Drive,Chevrolet,61911,0,"Seats, Front Bucket With Perforated Leather Seating Surfaces",0,Velocity Yellow Tintcoat,Ebony,1829480,0,29000,0,good
532,23145,9,6,2,2,Front-Line CPO,1,2,2,0,0,Bridgestone,0,18,2,2014,4dr Sport Sdn Auto RWD,Automatic,V6,Rear Wheel Drive,Lexus,33573,0,Leather,0,Atomic Silver,Light Gray,274812,0,28000,0,average
559,131879,9,6,1,2,Live-Trade,1,1,2,0,0,Michelin,0,18,2,2007,AWD 4dr,"Transmission, 6-Speed Automatic, Heavy-Duty, 6L80E, Electronically Controlled","Engine, Vortec 6.2L Variable Valve Timing V8 Sfi",All Wheel Drive,Cadillac,52933,0,"Seats, Front Bucket With Leather Seating Surfaces",0,White Diamond Tricoat,Cocoa/Cashmere,784347,0,16300,359,bad
563,28679,32,27,2,2,Front-Line,1,2,2,0,0,Other,0,18,2,2013,5dr HB ST,6-Speed Manual Transmission,2.0L Gtdi I4 Ecoboost Engine,Front Wheel Drive,Ford,22100,0,Leather,0,Tuxedo Black Metallic,Charcoal Black,18703,0,18000,0,average
560,66366,9,6,1,2,Front-Line CPO,1,2,2,0,0,Goodyear,0,18,2,2010,2dr Conv,Automatic,V6,Rear Wheel Drive,Lexus,40399,0,Leather,0,Obsidian,Alabaster,102546,0,23300,0,good
621,64364,41,32,2,2,Live-Trade,1,2,2,0,0,Michelin,0,18,2,2010,2WD 4dr Eddie Bauer,6-Speed Automatic Transmission W/Od,5.4L Sohc 24-Valve V8 Ffv Engine,Rear Wheel Drive,Ford,38630,0,Leather,0,Oxford White,Camel,5324,0,21800,50,good
697,21276,78,56,2,2,Live-Trade,1,2,2,0,0,Michelin,0,13,2,2013,5dr EX-L,Automatic,3.5 Soho I-Vtec 24V,Front Wheel Drive,Honda,32203,0,Leather,0,Alabaster Silver Metallic,Gray,12151,0,26000,0,average
665,39838,32,27,2,2,Live-Trade,1,0,2,0,4,Bridgestone,0,17,2,2012,FWD 4dr S,6-Speed Manual Getrag Transmission,4,Front Wheel Drive,MINI,22815,0,Leather,0,Absolute Black Metallic,Carbon Black,975414,0,15000,-365,good
718,9498,41,32,2,2,Live-Trade,1,2,2,0,0,Toyo,0,18,2,2013,FWD 4dr Limited (Natl),Automatic,4Cyl,Front Wheel Drive,Toyota,25254,0,Leather,0,Blizzard Pearl,Ash,345498,0,23500,260,average
773,57413,43,34,2,2,Front-Line,1,1,2,0,0,Other,0,18,1,2012,"4WD Crew Cab 143.5"" LT","Transmission, 6-Speed Automatic, Electronically Controlled","Engine, Vortec 5.3L Variable Valve Timing V8 Sfi Flexfuel With Active Fuel Management",Four Wheel Drive,Chevrolet,33452,0,"Seats, Front Bucket",0,Graystone Metallic,Ebony,439264,0,25200,150,good
774,24691,43,34,2,2,Front-Line,1,2,2,1,0,Bridgestone,0,17,1,2013,4dr Sdn,Automatic,3.5,Front Wheel Drive,Lexus,34068,0,Leather,0,Starfire Pearl,Parchment,439249,0,27400,0,average
796,17021,91,58,2,2,Live-Trade,0,1,2,0,0,Continental Tire,1,17,1,2013,4dr Sdn I4 CVT SR,Automatic,2,Front Wheel Drive,Nissan,17433,0,Cloth,0,Aspen White,Charcoal,290609,0,12500,0,average
837,24660,76,54,2,2,Live-Trade,1,2,2,2,0,Bridgestone,0,17,2,2012,4WD 5dr EX-L w/Navi,Automatic,2.4L,Four Wheel Drive,Honda,28153,0,Leather,0,Twilight Blue Metallic,Gray,7375,0,22500,0,average
770,14409,32,27,2,2,Live-Trade,1,2,2,1,0,Other,0,18,2,2014,CrewMax 5.7L FFV V8 6-Spd AT LTD (Natl),Automatic,5.7,Four Wheel Drive,Toyota,39013,0,Leather,0,Blue Ribbon Metallic,Black,1803,0,39500,0,good
845,45819,9,6,2,2,Front-Line,1,2,2,0,0,Other,0,17,1,2012,4WD 5dr EX-L w/Navi,Automatic,4Cyl,Four Wheel Drive,Honda,28153,0,Leather,0,Urban Titanium Metallic,Beige,14353,0,21200,0,average
855,21701,83,40,2,2,Live-Trade,1,1,2,2,0,Bridgestone,0,17,2,2013,4WD 4dr Man (Natl),Manual,4.0L V6 Efi,Four Wheel Drive,Toyota,26235,0,Cloth,0,Black,Dark Charcoal,660105,0,27300,0,good
854,18522,83,40,2,2,Front-Line,1,1,2,2,0,Michelin,0,17,1,2012,4dr Sdn,Automatic,3.5L V6,Front Wheel Drive,Lexus,34400,0,Leather,0,Tungsten Pearl,Black,660063,0,22250,0,average
875,13090,78,56,2,2,Live-Trade,1,2,2,0,0,Continental Tire,0,15,2,2014,4dr Sdn Titanium FWD,Transmission: 6 Speed Automatic W/Paddle Shifters,Engine: 2.0L Ecoboost,Front Wheel Drive,Ford,28229,0,"Charcoal Black, Leather-Trimmed Heated Sport Bucket Seats",0,Tuxedo Black Metallic,Charcoal Black,15334,0,21500,0,average
871,29246,112,70,2,2,Live-Trade,1,1,2,1,0,Hankook,0,18,0,2012,4dr Sdn 2.0L DSG TDI SE w/Sunroof &#38; Nav,Automatic,4 Cup,Front Wheel Drive,Volkswagen,28286,0,Leather,0,Black,Titan Black,1098274,0,18300,0,average
877,9582,96,63,2,2,Live-Trade,1,2,2,0,0,Michelin,1,18,1,2013,"2WD SuperCab 145"" XLT",6-speed Electronic Automatic Transmission W/od & Tow/haul Mode,3.7l V6 Ffv Engine,Rear Wheel Drive,Ford,29080,P235/75R17 ALL-TERRAIN BSW TIRES,"Steel Gray, Cloth 40/20/40 Split Bench Front Seat",0,Tuxedo Black Metallic,Steel Gray,237345,0,23500,0,good
911,76255,83,40,0,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2003,2dr Cpe,"Transmission, 6-Speed Manual","Engine, 5.7L Ls1 V8 Sfi",Rear Wheel Drive,Chevrolet,38180,0,"Seats, Front Leather Seating Surfaces Bucket, Sport",0,Black,Black,778945,0,13000,100,bad
918,10920,76,54,2,2,Live-Trade,1,2,2,1,0,Kumho Tires,0,19,2,2014,FWD 4dr Limited,Automatic,3.3L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Hyundai,32000,0,Leather,0,Circuit Silver,Gray,177600,0,28600,0,good
910,117696,83,40,1,2,Live-Trade,1,1,1,2,0,Nexen,0,17,1,2005,4dr Sdn XL (Natl),Automatic,3.5L V6,Front Wheel Drive,Toyota,23543,0,Leatherette,0,Black,Graphite,679547,0,4500,0,bad
866,106984,112,70,1,2,Front-Line,1,0,2,1,2,Michelin,0,20,1,2007,2WD 4dr 1500 LT,"Transmission, 4-Speed Automatic, Electronically Controlled","Engine, Vortec 5.3L V8 Sfi Flex-Fuel With Active Fuel Management,",Rear Wheel Drive,Chevrolet,32711,0,"Seats, Second Row Bucket",0,Gold Mist Metallic,Ebony,1194834,0,13200,68,average
843,73787,9,6,2,2,Live-Trade,1,1,2,0,4,Michelin,0,19,1,2008,4MATIC 4dr 3.0L CDI,Automatic,Diesel,Four Wheel Drive,Mercedes-Benz,41850,0,Leatherette,0,Iridium Silver Metallic,Ash,104036,0,16000,0,average
862,50896,9,6,2,2,Front-Line,1,2,2,1,0,BFGoodrich,0,17,2,2012,4WD 4dr Rubicon,5 Speed Automatic Transmission,3.6 L Smpi 24 V Vvt V6 Engine,Four Wheel Drive,Jeep,31781,0,"Black/Dark Saddle Interior, Cloth Seat Trim",0,Deep Cherry Red Crystal Pearl,Black/Dark Saddle Interior,97414,0,29500,0,good
861,25220,9,6,2,2,Front-Line,1,2,2,2,0,Continental Tire,0,18,2,2013,4dr Sdn 2.0L DSG TDI SEL Premium,Automatic,Diesel,Front Wheel Drive,Volkswagen,31564,0,Leather,0,Black,Titan Black,78055,0,22000,0,average
884,35013,91,58,1,2,Live-Trade,0,2,2,4,0,Michelin,1,18,1,2012,2WD 4dr EX-L,Automatic,3.5l ,Front Wheel Drive,Honda,31743,0,Leather,0,Taffeta White,Gray,1131364,0,23000,518,good
941,21736,76,54,2,2,Live-Trade,1,2,2,1,0,Kumho Tires,0,13,2,2014,FWD 4dr 2.0T,Automatic,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Hyundai,29059,0,Leather,0,Frost White Pearl,Gray,87947,0,23200,0,average
952,27423,76,54,2,2,Live-Trade,1,2,2,1,0,Michelin,0,17,2,2012,5dr EX-L,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,32021,0,Leather,0,Celestial Blue Metallic,Gray,98647,0,23300,200,good
985,56285,41,32,2,2,Live-Trade,1,2,2,0,0,Michelin,0,18,2,2011,5dr EX-L w/RES,Automatic,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,32899,0,Leather,0,Crystal Black Pearl,Gray,86909,0,19500,50,average
954,53083,95,58,2,2,Live-Trade,1,2,2,1,0,Michelin,0,13,2,2012,RWD 4dr Laredo,5-Speed Automatic Transmission,3.6L Vvt V6 Flex Fuel Engine,Rear Wheel Drive,Jeep,26803,0,Cloth,0,Mineral Gray Metallic,Dark Graystone/Medium Graystone,1115251,0,18600,200,good
1009,11100,41,32,2,2,Live-Trade,1,2,2,1,0,Continental Tire,0,18,2,2014,4dr Sdn DSG R-Line,Automatic,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Volkswagen,33402,0,Leather,0,Black Oak Brown Metallic,Desert Beige/Black,2981,0,22700,0,good
1053,20443,32,27,2,2,Live-Trade,1,1,2,1,0,Toyo,0,17,1,2012,4WD 4dr I4 (Natl),4-Speed Automatic Transmission -Inc: Electronically Controlled Transmission W/Intelligence (Ect-I),2.5L 4 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,22487,0,Fabric-Trimmed Seats,0,Black Forest Pearl,Sand Beige,803237,0,16600,250,average
1092,49418,133,81,1,2,Live-Trade,1,1,2,0,1,Bridgestone,0,18,1,2009,2dr Cabriolet Carrera S,7-Speed Porsche Dopelkupplung (Pdk) Automatic Transmission,3.8L Flat 6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Porsche,87750,0,Leather,0,Carrara White,Brown,252014,0,46400,0,good
1150,46523,9,6,2,2,Front-Line,1,1,2,0,0,Other,0,16,1,2013,4dr DSG TDI *Ltd Avail*,"6-Speed Automatic Dsg Transmission W/Paddle Shifters -Inc: Tiptronic, Sport Mode",2.0L 4 Cylinder Engine Diesel Fuel,Front Wheel Drive,Volkswagen,23127,0,V-Tex Leatherette Seat Trim,0,Tornado Red,Cornsilk Beige,1049585,0,14300,125,average
1151,50401,137,84,2,2,Live-Trade,1,1,2,1,0,Michelin,0,18,2,2012,"4WD SuperCab 145"" Lariat",6-Speed Electronic Automatic Transmission W/Od & Tow/Haul Mode,3.5L V6 Ecoboost Engine,Four Wheel Drive,Ford,34991,0,"Black, Leather Heated & Cooled Front Bucket Seats",0,Race Red,Black,178921,0,27000,0,average
1122,123112,133,81,2,2,Live-Trade,0,1,2,0,0,Goodyear,0,0,1,2004,4dr Wgn Touring,4-speed Automatic Transmission W/od,2.4l (148) Dohc Smpi 16-valve I4 Engine,Front Wheel Drive,Chrysler,18031,P205/55TR16 ALL-SEASON TOURING BSW TIRES,Cloth Low-back Front Bucket Seats,0,Bright Silver Metallic,Dark Slate Gray,673657,0,2300,-200,average
1171,22949,91,58,2,2,Live-Trade,0,1,2,0,0,Dunlop,1,16,1,2012,4dr I4 Auto LX Premium,5-speed Automatic Transmission,2.4l 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,21308,0,"Cloth Front Bucket Seats -inc: 8-way Pwr Driver Seat, Active Head Restraints",0,Alabaster Silver Metallic,Gray,19257,0,13400,0,average
1266,10482,91,58,2,2,Live-Trade,0,1,2,0,0,Michelin,1,19,1,2011,2WD 5dr EX-L,5-speed Automatic Transmission W/od,3.5l V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,29795,0,"Leather-trimmed Heated Front Bucket Seats -inc: 10-way Pwr Driver Seat W/2-postion Memory, Driver Pwr Lumbar, 4-way Pwr Passenger Seat, Active Head Restraints",0,Glacier Blue Metallic,Black,1285042,0,18000,150,good
1267,58316,41,32,2,2,Live-Trade,1,2,2,2,0,Firestone,0,17,2,2012,"4WD Crew Cab 149"" Laramie Longhorn",6-Speed Automatic Transmission W/Od,6.7L I6 Cummins Turbo Diesel Engine,Four Wheel Drive,Ram,46146,0,Premium Leather Bucket Seats,0,Bright White,Dark Slate Gray/Russet Interior,402657,0,40500,0,average
1247,35439,106,54,2,2,Live-Trade,1,2,2,1,0,Bridgestone,0,17,2,2012,4dr Sdn E350 Luxury BlueTEC RWD,7-Speed Automatic Transmission,3.0L V6 Cylinder Engine Diesel Fuel,Rear Wheel Drive,Mercedes-Benz,48072,0,Mb-Tex Seat Trim,0,Steel Grey Metallic,Black,441555,0,28100,150,average
1249,88382,83,40,1,1,Live-Trade,1,0,2,2,0,Other,0,18,1,2010,4dr Sdn V6 CVT 3.5 SV w/Premium Pkg,Steering Column Mounted Paddle Shifters,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Nissan,30600,0,Premium Leather Seat Trim,0,Crimson Black,Charcoal,1803095,0,10000,1551,good
1325,69542,83,40,1,2,Live-Trade,1,1,2,2,0,Other,0,19,1,2011,FWD 4dr s Grand Touring,6-Speed Automatic Transmission W/Od & Sport Shift,2.3L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Mazda,29620,0,"Heated Leather Front Reclining Bucket Seats -Inc: Adjustable Headrests, 8-Way Pwr Adjustable Driver Seat W/3-Position Memory, 4-Way Pwr Passenger Seat, Front Seatback Map Pockets",0,Brilliant Black,Black,686062,0,14200,250,average
1341,108554,133,81,2,2,Front-Line,0,1,2,2,2,Firestone,0,17,1,2010,5dr 7-Pass Van XLE Ltd AWD (Natl),5-speed Automatic Transmission W/od & Intelligence (ect-i),3.5l V6 Cylinder Engine Gasoline Fuel,All Wheel Drive,Toyota,34077,0,Leather Seat Trim,0,Silver Pine Mica,Stone,504857,0,12800,375,good
1346,116212,83,40,0,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2004,"4dr Quad Cab 160.5"" WB DRW 4WD SLT",5-Speed Automatic Transmission W/Od,5.9L (360) 24-Valve I6 Cummins Diesel Engine,Four Wheel Drive,Dodge,29749,0,Leather 40/20/40 Split Bench Seat,0,Bright Silver Metallic,Dark Slate Gray,595436,0,16000,0,average
1338,18320,95,58,2,2,Live-Trade,1,2,2,1,0,Bridgestone,0,13,2,2012,4dr I4 Auto SE,5-Speed Automatic Transmission,2.4L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Honda,21992,0,"Leather-Trimmed Heated Front Bucket Seats -Inc: 10-Way Pwr Driver Seat, Driver Pwr Lumbar, Active Head Restraints",0,Crystal Black Pearl,Black,138663,0,15000,0,good
1280,16575,9,6,2,2,Live-Trade,1,2,2,1,0,Michelin,0,17,2,2014,2dr Cpe Auto (Natl),Transmission: 6 Speed Automatic -Inc: Steering-Wheel-Mounted Paddle Shifters And Dynamic Rev Management,2.0L 4 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Scion,24510,0,Cloth,0,Firestorm,Black,8364,0,19200,0,average
1328,12658,32,27,2,2,Live-Trade,1,2,2,1,0,Bridgestone,0,18,2,2014,4dr Sdn Limited (Natl),Transmission W/Driver Selectable Mode And Sequential Shift Control W/Steering Wheel Controls,3.5L V6 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,35910,0,Leather,0,Creme Brulee Mica,Almond,6742,0,28700,0,average
1353,37515,91,58,2,2,Live-Trade,0,1,2,0,0,Bridgestone,1,27,1,2012,2dr Cpe E350 RWD,7-speed Automatic Transmission,3.5l V6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Mercedes-Benz,46314,0,Leather Seat Trim,0,Black,Black,73801,0,26500,0,average
1391,7498,32,27,2,2,Live-Trade,1,2,2,0,0,Dunlop,0,19,2,2015,4dr Sdn Auto i Touring,Transmission: 6-Speed Sport Auto. Skyactiv-Drive -Inc: Manual Mode,2.5L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Mazda,23518,0,Leather,0,Liquid Silver Metallic,Black,175678,0,22500,0,average
1365,83645,2,1,1,2,Live-Trade,1,1,2,2,0,Bridgestone,0,17,1,2006,4dr Limited 4WD,5-Speed Automatic Transmission,4.7L V8 Mpi Engine,Four Wheel Drive,Jeep,35045,0,Leather Trimmed Heated Front Bucket Seats W/Lumbar Adjustment,0,Black,Khaki,9882,0,8400,150,good
1399,15546,32,27,2,2,Live-Trade,1,2,2,1,0,Michelin,0,17,2,2014,4dr Sdn Titanium,Transmission: E-Cvt Automatic,2.0L 4 Cylinder Engine Plug-In Electric/Gas,Front Wheel Drive,Ford,33671,0,"Charcoal Black, Leather-Trimmed Heated/Cooled Sport Bucket Seats",0,Sterling Gray Metallic,Charcoal Black,1214856,0,25000,135,average
1343,42818,9,6,1,2,Live-Trade,1,1,2,2,0,Goodyear,0,17,1,2008,4dr Auto Lux FWD,6-Speed Automatic Transmission W/Tiptronic & Od,2.0L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Volkswagen,29222,0,"12-Way Heated Pwr Leather Front Bucket Comfort Seats W/Driver Side Memory, 4-Way Pwr Lumbar",0,Blue Graphite,Latte Macchiatto,98467,0,9000,150,average
1431,10637,32,27,2,2,Live-Trade,1,2,2,1,0,Michelin,0,18,0,2014,4dr Sdn SEL FWD,Transmission: 6-Speed Selectshift Automatic,Engine: 3.5L Ti-Vct V6,Front Wheel Drive,Ford,26827,0,"Charcoal Black, Unique Cloth Bucket Seats",0,Ingot Silver Metallic,Charcoal Black,51580,0,18100,0,average
1454,10020,96,63,2,2,Live-Trade,0,2,2,0,0,Continental Tire,1,17,1,2014,FWD 4dr SE,Transmission: 6-speed Automatic W/selectshift,Engine: 1.6l Ecoboost,Front Wheel Drive,Ford,23826,TIRES: P235/55R17 A/S,"Medium Light Stone, Cloth Buckets W/60/40 Split Rear Seat",0,Tuxedo Black,Medium Light Stone,91862,0,18500,75,average
1457,67654,45,36,2,2,Live-Trade,1,1,2,4,0,Michelin,1,18,1,2010,2dr Cpe Man Prestige,6-Speed Manual Transmission,4.2L 8 Cylinder Engine Gasoline Fuel,All Wheel Drive,Audi,48732,0,S5 Sport Seats W/Silk Nappa Leather,0,Phantom Black Pearl,Black,72541,0,25700,75,good
1473,15180,63,3,2,2,Live-Trade,1,2,2,1,0,Continental Tire,0,19,1,2014,quattro 4dr 3.0L TDI Premium Plus,"Transmission: 8-Speed Automatic W/Tiptronic -Inc: Dsp (Dynamic Shift Program) W/Additional Sport Program, Dsp Automatically Adapts To The Driver By Selecting From Over 200 Shift Programs To Match Driver Needs",3.0L V6 Cylinder Engine Diesel Fuel,All Wheel Drive,Audi,49198,0,Leather,0,Daytona Gray Pearl Effect,Black,859788,0,46000,75,good
1462,36599,83,40,2,2,Live-Trade,1,1,2,2,0,Other,0,20,1,2013,4WD 4dr V6 Limited (Natl),5-Speed Ect Automatic Transmission W/Od -Inc: Sequential Shift Mode,4.0L V6 Cylinder Engine Gasoline Fuel,Four Wheel Drive,Toyota,37749,0,"Leather Heated Front Bucket Seats -Inc: 8-Way Pwr Driver Seat W/Pwr Lumbar, 4-Way Pwr Passenger Seat",0,Black,Solid Black,844781,0,34500,170,average
1446,97760,83,40,1,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2005,4dr SR5 Sport V8 Auto (Natl),5-Speed Automatic Transmission W/Od,4.7L 8 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Toyota,27182,0,High-Contrast Fabric-Trimmed Seats,0,Titanium Metallic,Dark Charcoal,687425,0,10500,170,bad
1435,11278,41,32,2,2,Live-Trade,1,2,2,1,0,Firestone,0,17,2,2014,4dr Sdn CVT S (Natl),Transmission W/Driver Selectable Mode And Sequential Shift Control W/Steering Wheel Controls,1.8L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Toyota,17592,0,Leatherette,0,Super White,Steel Blue,66345,0,15000,0,average
1468,84072,156,92,0,2,Live-Trade,1,0,2,0,4,Yokohama,0,17,1,2012,2WD 4dr V6 SV,5-Speed Automatic Transmission -Inc: Manual Shift Mode,4.0L V6 Cylinder Engine Gasoline Fuel,Rear Wheel Drive,Nissan,30236,0,Unique Cloth Seating Surfaces,0,Dark Slate,Graphite,1183880,0,12600,1130,average
1467,71840,156,92,1,2,Live-Trade,1,0,2,2,0,Firestone,0,16,1,2008,4WD 4dr Sport,4-Speed Automatic Transmission,3.7L V6 Engine,Four Wheel Drive,Jeep,21267,0,Cloth Low-Back Front Bucket Seats,0,Light Graystone Pearl,Pastel Pebble Beige,937295,0,7800,75,average
1465,39139,156,92,2,2,Live-Trade,1,1,1,2,0,Continental Tire,0,16,1,2013,4dr Sdn I4 2.5 S,Xtronic Continuously Variable Transmission (Cvt),2.5L 4 Cylinder Engine Gasoline Fuel,Front Wheel Drive,Nissan,20376,0,Cloth Seat Trim,0,Saharan Stone Metallic,Charcoal,676400,0,13600,0,average
1491,23820,91,58,2,2,Live-Trade,1,2,2,1,0,Bridgestone,0,20,2,2014,2WD 4dr Denali,"Transmission, 6-speed Automatic, Electronically Controlled","Engine, Vortec 6.2l Variable Valve Timing V8 Sfi , Active Fuel Management",Rear Wheel Drive,GMC,54237,"TIRES, P275/55R20 ALL-SEASON, BLACKWALL","Seats, Front Bucket With Leather-appointed Seating",0,Summit White,Cocoa/light Cashmere,535221,0,43500,300,good
1507,24231,83,40,1,2,Live-Trade,1,2,2,2,0,Other,0,17,1,2013,4dr Sdn SE,5-Speed Manual Transmission,2.0L Gdi I4 Flex Fuel Engine,Front Wheel Drive,Ford,16972,0,"Cloth Front Bucket Seats -Inc: 4-Way Driver Seat, 2-Way Passenger Seat, Adjustable Head Restraints",0,Tuxedo Black Metallic,Charcoal Black,524393,0,10800,170,average
1511,34523,157,93,2,2,Front-Line,1,1,2,1,0,Bridgestone,0,16,2,2014,"RWD 3500 155"" LT w/1LT","Transmission, 6-Speed Automatic, Heavy-Duty, Electronically Controlled","Engine, Vortec 6.0L V8 Sfi Flexfuel",Rear Wheel Drive,Chevrolet,33507,0,"Seats, Front Bucket With Custom Cloth Trim",0,Summit White,Medium Pewter,784453,0,22500,175,good
