id,mileage,customer_id,dealership_id,interior_condition,powertrain,vehicle_type,structural_damage,exterior_condition,windshield,tires_status,tires_needs_new,tires_brand,wheels_alloy,wheels_size,wheels_condition,year,style,trans,engine,drivetrain,division,base_price,tires,seats,paint,color,interior_color,seconds_in_disposition,transports_count,bought_price,costs,profit
49785,166239,159,571,0,2,In-Stock Trade,1,1,2,2,0,Firestone,0,17,1,2008,"2WD Crew Cab 176"" WB 60"" CA XL",6 Speed Manual Transmission W/Od,6.8 L 30 Valve Sohc Efi Triton V10 Engine,Rear Wheel Drive,Ford,25533,0,"Camel, Cloth 40/20/40 Split Bench Seat W/Flexfold 60/40 Rear Bench Seat",0,Dark Blue Pearl Metallic,Camel,891929,0,3000,35,good
49931,114642,1690,588,1,2,Live-Trade,1,1,2,0,4,Michelin,0,17,1,2008,4WD 4dr Laredo,5 Speed Automatic Transmission,3.7 L V6 Engine,Four Wheel Drive,Jeep,28797,0,Leather Trimmed Front Bucket Seats,0,Red Rock Crystal Pearl,Dark Slate Gray,24788,0,4700,35,good
49956,3333,1128,478,2,2,Live-Trade,1,2,2,1,0,Dunlop,0,18,1,2015,AWD 5dr Touring,Automatic,2.4L 4 Cylinder Engine,All Wheel Drive,Honda,30868,0,"Gray, Leather Seat Trim",0,Copper Sunset Pearl,Black,22081,1,25200,170,good
49907,137544,1158,477,1,1,Live-Trade,1,1,2,1,0,Other,0,15,1,2011,5dr HB I4 CVT 1.8 SL,Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,Nissan,16788,0,"Charcoal, Woven Cloth Seat Trim",0,Brilliant Silver Metallic,Charcoal,1898640,1,900,230,average
49597,101954,1158,477,0,2,Live-Trade,1,1,0,2,2,Goodyear,0,17,1,2007,4WD 4dr Sport,5 Speed Automatic Transmission,3.7 L V6 Engine,Four Wheel Drive,Jeep,27908,0,Leather Trimmed 1 St & 2 Nd Row Seats,Extra Cost Paint / Unreleased Paint / Monotone Paint / Production Paint Non Std Usage / Premium Cost Paint,Bright Silver Metallic,Med Slate Gray,20656,0,4200,35,good
49280,100835,1331,777,2,2,Live-Trade,1,1,2,2,0,Other,0,18,2,2011,AWD 4dr SV,Automatic,3.5L V6 Cylinder Engine,All Wheel Drive,Nissan,0,0,Leather,0,Super Black,Black,100488,0,8200,35,good
49900,106304,1331,777,2,2,Live-Trade,1,2,2,2,0,Goodyear,0,20,2,2008,4dr Limited FWD,6 Speed Automatic Transmission,3.5 L V6 Duratec Engine,Front Wheel Drive,Ford,0,0,Leather Seat Trim,0,Light Ice Blue Metallic,Charcoal Black,17323,0,6200,35,good
49860,145907,1297,675,0,2,Live-Trade,1,1,2,0,4,Other,0,16,1,2006,4dr AWD LS,"Transmission, 5 Speed Automatic, Electronically Controlled",3.4L V6 Cylinder Engine,All Wheel Drive,Chevrolet,21342,0,"Seats, Front Reclining Buckets","Paint, Solid",Galaxy Silver Metallic,Light Gray,2085412,1,900,45,average
49765,37365,307,173,2,2,Live-Trade,1,2,2,1,0,BFGoodrich,0,17,2,2014,4WD 4dr Rubicon,Transmission: 5 Speed Automatic (W5 A580),3.6L V6 Cylinder Engine,Four Wheel Drive,Jeep,32961,0,"Black, Cloth Bucket Seats",0,Firecracker Red Clear Coat,Black,1551883,1,31000,770,average
49817,74147,434,178,2,2,Aged Unit,1,1,2,2,0,Other,0,17,1,2012,5dr Wgn CVT SL AWD,Automatic,1.6L 4 Cylinder Engine,All Wheel Drive,Nissan,0,0,"Black, Leather Seat Trim",0,Cayenne Red,Black/Red,155074,0,9000,35,good
49910,122022,1158,477,0,1,Live-Trade,0,1,2,2,0,Firestone,0,15,1,1997,4dr Sdn EX Auto V6,Automatic,2.7L V6 Cylinder Engine,Front Wheel Drive,Honda,22179,0,Leather,Standard Paint,Heather Mist (Met),Ivory,87400,0,125,35,average
49530,99176,1371,776,1,1,Live-Trade,1,1,2,0,4,Other,0,15,1,2006,4dr Sdn I4 Auto 1.8 S,Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,Nissan,14881,0,Cloth,0,Bronze Shimmer,Charcoal,746077,1,150,135,average
49510,62381,1236,576,0,2,Live-Trade,1,1,2,0,4,Other,0,16,1,2011,4dr Sdn Auto GLS,Automatic,1.6L 4 Cylinder Engine,Front Wheel Drive,Hyundai,0,0,"Gray, Cloth Seat Trim",0,Platinum Silver,Gray,703006,1,2200,35,good
50023,114909,45,36,2,1,Live-Trade,1,1,2,1,0,Other,0,18,1,2012,AWD 4dr Crew,5 Speed Automatic Transmission,3.6 L 24 Valve V6 Vvt Flex Fuel Engine,All Wheel Drive,Dodge,34091,0,Leather Interior Group,0,Bright Silver Metallic,Black Interior,4844337,1,10300,35,bad
50051,189760,1677,777,1,1,Live-Trade,1,0,2,2,0,Goodyear,0,15,0,2004,4WD EX Auto,Automatic,2.4L 4 Cylinder Engine,Four Wheel Drive,Honda,20830,0,Cloth,0,Satin Silver Metallic,Black,678452,1,1200,135,good
50068,193182,1785,776,1,2,Live-Trade,1,1,2,2,2,Firestone,0,16,1,2005,4dr Sdn I4 Auto 2.5 S,Automatic,2.5L 4 Cylinder Engine,Front Wheel Drive,Nissan,18519,0,Cloth,Standard Paint,Satin White Pearl,Charcoal,1284734,1,400,135,average
49787,83198,1235,571,2,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2007,"2WD Crew Cab 172"" XLT",6 Speed Manual Transmission W/Od,"6.0 L Ohv V8 Turbo Diesel ""Power Stroke"" Engine",Rear Wheel Drive,Ford,0,0,Cloth Front 40/20/40 Split Bench Seat,0,Black,Medium Flint,4849247,2,13000,1245,good
50139,113744,45,36,2,2,In-Stock Trade,1,1,2,0,4,Bridgestone,0,18,0,2013,4dr Wgn Premium  Plus,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,Audi,36828,0,"Black, Leather Seating Surfaces",0,Volcano Red Metallic,Black,253686,0,14500,35,average
50156,126316,882,477,1,2,Live-Trade,1,1,0,1,0,Other,0,15,1,2005,2dr Cpe S,6 Speed Manual Getrag Transmission,1.6L 4 Cylinder Engine,Front Wheel Drive,MINI,18360,0,Cloth Seat Trim,0,Chili Red,Gray/Black,667584,1,1500,170,bad
50155,44944,882,478,1,1,Live-Trade,1,1,2,2,2,Other,0,18,0,2012,2dr Cpe DSG 2.0T Turbo w/Sound/Nav PZEV,Automatic,2.0L 4 Cylinder Engine,Front Wheel Drive,Volkswagen,27038,0,"Black, Leather Seating Surfaces",0,Tornado Red,Black,1369440,1,8500,-1320,average
50223,85199,855,404,1,2,Live-Trade,1,1,2,1,0,Other,0,18,1,2012,5dr Touring,Automatic,3.5L V6 Cylinder Engine,Front Wheel Drive,Honda,37772,0,Leather,0,Polished Metal Metallic,Gray,3589159,1,14900,580,bad
50150,81408,1139,669,0,2,In-Stock Trade,1,0,2,2,2,Bridgestone,0,19,0,2008,4WD 4dr Sport (Natl),Automatic,3.5L V6 Cylinder Engine,Four Wheel Drive,Toyota,0,0,Cloth Seat Trim,0,Salsa Red Pearl,Sand Beige,3554844,1,8200,145,bad
50225,34349,164,92,0,2,Front-Line,1,1,2,2,0,Dunlop,0,18,0,2015,4dr Sdn,Manual,2.5L 4 Cylinder Engine,All Wheel Drive,Subaru,32635,0,Leather,0,Ice Silver Metallic,Black,11575,0,26000,285,good
50184,89125,1785,776,2,2,Live-Trade,1,0,2,1,0,Continental Tire,0,16,0,2010,2dr I4 Auto EX-L,Automatic,2.4L 4 Cylinder Engine,Front Wheel Drive,Honda,24364,0,Leather,0,Belize Blue Pearl,Black,451665,0,4300,35,average
50194,223396,1380,776,0,2,Live-Trade,1,0,2,0,4,Bridgestone,0,15,1,2001,EX Auto ULEV,Automatic,2.3L 4 Cylinder Engine,Front Wheel Drive,Honda,0,0,Cloth,0,Nighthawk Black Pearl,Charcoal,172869,0,200,35,average
50195,144918,1785,776,2,2,Live-Trade,1,2,2,2,0,BFGoodrich,0,16,2,2010,4dr Sdn I4 CVT 2.5 SL,Automatic,2.5L 4 Cylinder Engine,Front Wheel Drive,Nissan,20476,0,[K03] Sl Pkg,0,Radiant Silver Metallic,Charcoal,89386,0,2600,35,good
50222,128410,530,252,1,2,In-Stock Trade,1,1,2,1,0,Other,0,17,0,2007,4WD 4dr V6 SR5 (Natl),Automatic,4.0L V6 Cylinder Engine,Four Wheel Drive,Toyota,26709,0,Cloth Seats,Standard Paint,Shadow Mica,Stone,1725933,1,8800,360,good
50236,35376,164,92,0,2,Front-Line,1,0,1,2,0,Other,0,17,0,2012,4dr Wgn Auto Grand Touring,Automatic,2.5L 4 Cylinder Engine,Front Wheel Drive,Mazda,22975,0,"Sand, Leather Seat Trim",0,Metropolitan Gray,Sand,167119,0,8400,235,good
50100,11038,164,92,0,2,Front-Line,1,1,1,1,0,Nexen,0,16,1,2015,5dr HB Pop,Transmission: 6 Speed C635 Manual,1.4L Multiar Turbo,Front Wheel Drive,FIAT,19282,0,"Black, Cloth Low Back Bucket Seats",0,Grigio Chiaro (Graphite Metallic),Black,612728,1,8500,295,good
49612,16948,1627,1123,2,2,Live-Trade,1,2,2,2,0,Goodyear,0,16,2,2016,4WD Double Cab V6 AT TRD Off Road (Natl),Automatic,3.5L V6 Cylinder Engine,Four Wheel Drive,Toyota,31582,0,"Black/Orange, Fabric Seat Trim (Fd)",0,Magnetic Gray Metallic,Graphite w/Gun Metal,102163,1,31300,265,average
49790,148383,1846,561,1,2,Live-Trade,1,0,2,2,0,Other,0,15,1,2009,5dr HB (Natl),Automatic,1.5L 4 Cylinder Engine,Front Wheel Drive,Toyota,0,0,"Bisque, Fabric Seat Trim",0,Seaside Pearl,Bisque,103433,0,1200,35,average
50276,125978,1763,1140,1,1,Live-Trade,1,1,2,0,4,Other,0,16,0,2003,4dr Sdn 1.8T quattro AWD Auto,Automatic,1.8L 4 Cylinder Engine,All Wheel Drive,Audi,0,0,Leather Seat Inserts,0,Atlas Gray Metallic,Gray,1119891,1,400,200,average
50190,146388,1819,1140,0,2,Live-Trade,1,1,2,2,0,Other,0,16,1,2004,4dr 2.5L Turbo AWD w/Sunroof/3rd,Automatic,2.5L 5 Cylinder Engine,All Wheel Drive,Volvo,32409,0,Leather Seating Surfaces,0,Ice White,Taupe,1119705,1,1400,200,bad
50202,227651,1819,1140,1,2,Other,0,0,2,2,0,Other,0,16,1,2000,4dr Sdn GLE Auto,Automatic,2.4L 4 Cylinder Engine,Front Wheel Drive,Nissan,18525,0,Leather,0,Green Emerald,Blond,1119009,1,100,200,average
50179,67642,854,405,2,2,Live-Trade,1,1,2,0,4,Hankook,0,19,0,2013,4dr Sdn SXT AWD,8 Speed Automatic Transmission,3.6 L 24 Valve Vvt V6 Engine,All Wheel Drive,Dodge,30352,0,"Black Interior, Cloth Low Back Front Bucket Seats",0,Pitch Black,Black Interior,3009623,1,12800,210,bad
50367,9175,419,135,2,2,Live-Trade,1,2,2,1,0,Continental Tire,0,20,2,2016,2WD 4dr Touring w/RES & Navi,Automatic,3.5L V6 Cylinder Engine,Front Wheel Drive,Honda,37808,0,"Beige, Leather Trimmed Seats",0,Steel Sapphire Metallic,Gray,87872,0,36800,35,good
50219,80070,530,252,1,2,In-Stock Trade,1,1,2,2,0,BFGoodrich,0,18,1,2013,4WD 4dr Sahara,5 Speed Automatic Transmission,3.6 L Smpi 24 V Vvt V6 Engine,Four Wheel Drive,Jeep,29741,P255/70 R18 On/Off Road Owl Tires,"Black Interior, Leather Seat Trim",0,Deep Cherry Red Crystal Pearl,Black Interior,1662742,0,23000,35,good
50217,58872,530,252,1,2,In-Stock Trade,1,1,2,0,4,Other,0,20,0,2010,4dr Sdn SHO AWD,6 Speed Selectshift Automatic Transmission,3.5 L V6 Gtdi Ecoboost Engine,All Wheel Drive,Ford,34663,0,"Charcoal Black, Perforated Leather Seat Trim W/Miko Suede Inserts & Accent Stitching",0,Tuxedo Black Metallic,Charcoal black/umber,78241,0,10800,35,good
50229,81004,530,248,2,2,In-Stock Trade,1,1,2,0,4,Toyo,0,17,2,2011,4WD 4dr V6 SE (Natl),Automatic,3.5L V6 Cylinder Engine,Four Wheel Drive,Toyota,32229,0,"Black, Leather Seat Trim",0,Classic Silver Metallic,Black,78448,0,14700,35,average
50215,62031,530,252,1,2,In-Stock Trade,1,0,2,2,0,Goodyear,0,17,1,2014,FWD 4dr Base,Transmission: 6 Spd Selectshift Automatic (Tr Cg),Engine: 3.5 L Ti Vct V6,Front Wheel Drive,Ford,28288,0,"Medium Light Stone, Cloth Bucket Seats",0,Tuxedo Black Metallic,Medium Light Stone,2696053,1,12350,35,average
50218,115872,530,248,2,2,In-Stock Trade,1,1,2,1,0,Other,0,20,1,2008,4WD 4dr 1500 LT w/3LT,"Transmission, 4 Speed Automatic, Electronically Controlled","Engine, Vortec 5.3 L V8 Sfi Flexfuel With Active Fuel Management",Four Wheel Drive,Chevrolet,36197,0,"Ebony, Custom Leather Appointed Seat Trim",0,Black,Ebony,77910,0,11500,35,good
49622,19390,304,146,2,2,Live-Trade,1,2,2,1,0,Michelin,0,17,2,2015,4dr Sdn Titanium,Transmission: E Cvt Automatic,Engine: 2.0 L Ivct Atkinson Cycle I 4 Hybrid,Front Wheel Drive,Ford,33791,0,"Medium Soft Ceramic, Leather Trimmed Heated/Cooled Sport Bucket Seats",0,Tuxedo Black,Medium Soft Ceramic,767818,2,17700,415,average
50165,63842,1400,576,2,2,Live-Trade,1,1,2,1,0,Other,0,17,1,2014,4WD 2dr Sport,Transmission: 6 Speed Manual (Nsg370),3.6L V6 Cylinder Engine,Four Wheel Drive,Jeep,21838,0,"Black, Cloth Bucket Seats",0,Bright White Clearcoat,Black,2994489,1,17500,120,good
50340,29327,1764,1141,1,2,Aged Unit,1,2,2,1,0,Other,0,17,1,2013,4dr Sdn Auto Limited (Alabama Plant),Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,Hyundai,0,0,"Gray, Leather Seat Trim",0,Indigo Night,Gray,68003,0,9300,35,good
50295,32509,1853,1142,2,2,Aged Unit,1,1,2,2,0,Other,0,16,1,2013,4dr Sdn 2.4L Auto GLS,Automatic,2.4L 4 Cylinder Engine,Front Wheel Drive,Hyundai,0,0,"Camel, Cloth Seats",0,Shimmering White,Camel,67912,0,8200,35,good
50286,33951,1764,1141,1,2,Aged Unit,1,2,2,1,0,Other,0,16,1,2012,4dr Sdn 2.4L Auto Hybrid,Automatic,2.4L 4 Cylinder Engine,Front Wheel Drive,Hyundai,0,0,"Camel, Seats",0,Venetian Red Pearl,Camel,67893,0,6500,35,good
50298,31688,1853,1142,2,2,Aged Unit,1,1,2,2,0,Other,0,16,1,2013,4dr Sdn Auto GLS (Alabama Plant),Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,Hyundai,0,0,"Gray, Cloth Seat Trim",0,Indigo Blue Pearl,Gray,502349,0,7350,35,average
50494,26120,1764,1140,1,2,Aged Unit,1,2,2,0,0,Other,0,16,1,2013,4dr Sdn Auto GLS (Alabama Plant),Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,Hyundai,0,0,"Beige, Cloth Seat Trim",0,Indigo Night,Beige,55798,0,8000,35,good
50495,29060,1764,1141,1,2,Aged Unit,1,1,2,1,0,Other,0,16,1,2013,4dr Sdn Auto GLS (Ulsan Plant),Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,Hyundai,17360,0,"Beige, Cloth Seat Trim",0,Blue Sky Metallic,Beige,55728,0,8500,35,average
50516,50590,854,405,2,2,Live-Trade,1,2,2,0,0,Pirelli,0,20,2,2014,4WD 4dr SRT8,Transmission: 8 Speed Automatic (8 Hp70),6.4L 8 Cylinder Engine,Four Wheel Drive,Jeep,61191,0,"Black, Leather Seats W/Perforated Suede",0,Bright White Clearcoat,Black,15958,1,38000,408,good
49877,94050,854,405,1,2,Live-Trade,1,0,2,2,0,Other,0,15,1,2010,2WD Access I4 AT (Natl),Automatic,2.7L 4 Cylinder Engine,Rear Wheel Drive,Toyota,18808,0,"Graphite, Fabric Seat Trim",0,Timberland Mica,Graphite,285262,0,5500,35,average
50421,118014,1380,776,0,2,Live-Trade,1,1,2,0,4,Other,0,13,1,1998,2dr Cpe DE 1.5L Auto,4 Speed Automatic Transmission W/Od,1.5L 4 Cylinder Engine,Front Wheel Drive,Mitsubishi,0,0,Cloth,0,Solano Black Pearl,Black,1639787,0,100,35,average
50117,69715,1785,776,2,2,Live-Trade,1,1,2,1,0,Other,0,16,1,2005,4dr Sdn I4 Auto 2.5 S,Automatic,2.5L 4 Cylinder Engine,Front Wheel Drive,Nissan,18519,0,Cloth,Standard Paint,Coral Sand Metallic,Blond,276706,1,1300,210,good
50509,111069,1581,558,0,2,Aged Unit,1,2,2,1,0,Continental Tire,0,18,0,2007,2007 4dr Sdn Manual,Manual,4.2L 8 Cylinder Engine,All Wheel Drive,Audi,43759,0,Leather/Alcantara Seating Surfaces,0,Brilliant Black,Ebony,266391,0,7000,224,good
50507,139928,1581,558,0,2,Front-Line,1,2,2,1,0,Fuzion,0,17,2,2007,4WD 4dr SLT,4 Speed Automatic Vlp Transmission,3.7L V6 Cylinder Engine,Four Wheel Drive,Dodge,22817,0,Premium Cloth Bucket Seats,0,Inferno Red Crystal Pearl,Dark/Medium Khaki,266591,0,2700,224,good
50506,68785,1581,558,2,2,Aged Unit,1,2,2,1,0,Goodyear,0,18,2,2007,4WD 4dr Limited,5 Speed Automatic Transmission,"4.7 L Mpi V8 ""Magnum"" Engine",All Wheel Drive,Chrysler,30926,0,Leather Trimmed 1 St & 2 Nd Row Seats,0,Cool Vanilla,Dark Khaki/Graystone,266363,0,8500,224,average
50204,50001,984,508,2,2,Live-Trade,1,1,2,1,0,BFGoodrich,0,20,1,2014,AWD 4dr Denali,"Transmission, 6 Speed Automatic, Heavy Duty, Electronically Controlled","Engine, Vortec 6.2 L Variable Valve Timing V8 Sfi , Active Fuel Management",All Wheel Drive,GMC,0,0,"Cocoa/Light Cashmere, Perforated Nuance Leather Appointed Seat Trim",0,Quicksilver Metallic,Cocoa/Light Cashmere,260749,1,34500,615,bad
50238,34847,573,256,2,2,Front-Line,1,1,2,2,0,Toyo,0,18,2,2013,4WD 4dr V6 Plus (Natl),Automatic,3.5L V6 Cylinder Engine,Four Wheel Drive,Toyota,0,0,"Gray, Cloth Seat Trim",0,Sizzling Crimson Mica,Gray,2096150,1,20200,80,bad
49820,25401,1455,490,1,2,Live-Trade,1,0,2,2,0,Continental Tire,0,15,1,2015,4dr Auto 2.0L S,Automatic,2.0L 4 Cylinder Engine,Front Wheel Drive,Volkswagen,17688,0,"2 Tone Ceramique/Black, Cloth Seat Trim",0,Black,Titan Black,363530,0,8200,35,good
50606,28217,908,204,2,2,Front-Line,1,2,2,0,0,Michelin,0,18,2,2013,FWD 4dr Luxury Collection,"Transmission, 6 Speed Automatic, Fwd, 6 T70",3.6L V6 Cylinder Engine,Front Wheel Drive,Cadillac,0,0,"Shale W/Brownstone Accents, Leather Seating Surfaces",0,Crystal Red Tintcoat,Shale w/Brownstone accents,4507235,6,21500,-1610,bad
50650,132769,1088,366,2,2,In-Stock Trade,1,2,2,2,0,Other,0,16,1,2004,4dr 2.5 XT Auto,Automatic,2.5L 4 Cylinder Engine,All Wheel Drive,Subaru,23604,0,Leather,0,Java Black Pearl,Off-Black,275632,1,2000,35,bad
50290,126507,1846,561,1,2,Live-Trade,1,1,2,0,4,General Tire,0,16,1,2007,4WD 4dr AT,Automatic,2.7L V6 Cylinder Engine,Four Wheel Drive,Suzuki,0,0,Cloth,0,Shining Red Pearl,Black,98513,0,1400,35,good
50603,56294,1088,366,2,2,Live-Trade,1,1,2,2,0,Michelin,0,16,2,2012,5dr HB (Natl),Automatic,1.8L 4 Cylinder Engine,Front Wheel Drive,Toyota,30721,0,"Dark Gray, Fabric Seat Trim",0,Blizzard Pearl,Dark Gray,1376316,1,8200,35,bad
50610,55372,1088,366,2,2,Live-Trade,1,1,2,1,0,Michelin,0,16,2,2008,4WD 4dr V8 Limited (Natl),Automatic,4.7L 8 Cylinder Engine,Four Wheel Drive,Toyota,35337,0,Leather Seats,0,Natural White,Taupe,95079,0,17000,535,good
50119,49076,1088,366,2,2,Live-Trade,1,2,2,2,0,Michelin,0,16,1,2013,4dr Sdn SE,6 Speed Powershift Automatic Transmission,1.6L 4 Cylinder Engine,Front Wheel Drive,Ford,14630,0,"Light Stone, Cloth Seat Trim",0,Violet Grey Metallic,Light Stone,270525,1,3900,35,bad
50697,59734,637,776,2,2,Live-Trade,1,1,2,2,0,Continental Tire,0,16,1,2009,4dr Sdn I4 Auto LE (Natl),Automatic,2.4L 4 Cylinder Engine,Front Wheel Drive,Toyota,19593,0,"Ash, Fabric Seat Trim",0,Desert Sand Mica,Bisque,87362,0,5500,35,good
50677,46902,397,189,2,2,Front-Line,1,2,2,2,0,Goodyear,0,18,2,2014,"4WD Crew Cab 143.5"" LT w/1LT","Transmission, 6 Speed Automatic, Electronically Controlled","Engine, 5.3 L Flexfuel Ecotec3 V8 With Active Fuel Management, Direct Injection And Variable Valve Timing",Four Wheel Drive,Chevrolet,37037,0,"Jet Black, Cloth Seat Trim",0,Summit White,Jet Black/Dark Ash,83428,0,26500,135,good
50790,71018,1260,576,1,2,Live-Trade,1,2,2,0,4,Continental Tire,0,16,1,2011,4dr Wgn H4 Auto 2.5i Prem AWP,Automatic,2.5L 4 Cylinder Engine,All Wheel Drive,Subaru,24012,0,Cloth,0,Sky Blue Metallic,Off Black,692235,1,9200,35,bad
50836,27593,1671,1047,2,2,In-Stock Trade,1,2,2,1,0,Yokohama,0,16,2,2015,4dr CVT 2.5i Limited PZEV,Automatic,2.5L 4 Cylinder Engine,All Wheel Drive,Subaru,26313,0,"Black, Perforated Leather Trimmed Upholstery",0,Ice Silver Metallic,Gray,95059,1,20700,174,good
50411,84720,1846,561,1,2,Live-Trade,1,0,2,0,4,Other,0,15,1,2005,"Ext Cab 125.9"" WB 4WD SLE Z71","Transmission, 4 Speed Automatic, Electronically Controlled With Overdrive","Engine, 3.5 L Dohc, 5 Cylinder, Mfi",Four Wheel Drive,GMC,22665,0,"Seat Trim, Deluxe Cloth",0,Onyx Black,Dark Pewter,1110813,1,5000,275,average
50845,66640,333,173,2,2,Front-Line,1,2,2,1,0,Continental Tire,0,19,2,2012,4MATIC 4dr GL450,Automatic,4.6L 8 Cylinder Engine,All Wheel Drive,Mercedes-Benz,58190,0,"Black, Leather Seat Trim",0,Palladium Silver Metallic,Black,175981,0,23500,35,average
50754,60607,1716,1081,2,2,Live-Trade,1,1,2,1,0,Continental Tire,0,16,1,2013,4dr Sdn quattro 2.0T Premium Plus,Automatic,2.0L 4 Cylinder Engine,All Wheel Drive,Audi,0,0,"Black, Leather Seating Surfaces",0,Glacier White Metallic,Black,2570474,1,18500,195,bad
50747,220607,1366,777,2,2,Live-Trade,1,1,2,2,2,Other,0,16,1,2004,3.0L Auto LX 4WD,Automatic,3.0L V6 Cylinder Engine,Four Wheel Drive,Mazda,21984,0,Cloth,0,Redfire Metallic,Dark Flint,255604,0,500,35,average
50778,121866,1366,777,2,2,Live-Trade,1,1,2,2,0,Continental Tire,0,17,1,2005,5.4L XLT 4WD,4 Speed Automatic Transmission W/Od,5.4L 8 Cylinder Engine,Four Wheel Drive,Ford,0,0,Leather Trimmed High Back Captains Chairs,0,Med Wedgewood Blue Metallic,Medium Flint Grey,72981,0,2000,35,good
50800,133422,1329,777,1,1,Live-Trade,1,0,2,0,4,Other,0,16,0,2003,4dr Sdn I4 Auto,Automatic,2.4L 4 Cylinder Engine,Front Wheel Drive,Hyundai,14853,0,Cloth,Standard Paint,Noble white,Beige,1182343,1,150,145,bad
50949,135192,1329,777,1,1,Live-Trade,1,1,2,1,2,Other,0,16,0,2005,3dr HB Manual (Natl),Manual,2.4L 4 Cylinder Engine,Front Wheel Drive,Scion,15200,0,Cloth,0,Indigo Ink Pearl,Dark Gray,1274106,0,300,35,average
51020,126900,1819,1140,0,2,Live-Trade,1,1,2,1,0,Fuzion,0,16,1,1998,4dr 4WD SLT,4 Speed Electronically Controlled Automatic Transmission W/Od,4.3L V6 Cylinder Engine,Four Wheel Drive,GMC,23444,0,Ultrasoft Leather Seat Trim,0,Pewter (Met),Pewter,1679376,1,500,220,average
50985,101971,398,178,2,2,Aged Unit,1,1,2,2,0,Continental Tire,0,17,1,2011,4dr Sdn 328i xDrive AWD SULEV,6 Speed Steptronic Automatic Transmission,3.0L Straight 6 Cylinder Engine,All Wheel Drive,BMW,33670,0,"Black, Dakota Leather Seat Trim",0,Alpine White,Black,10849,0,6600,35,good
51065,70209,637,776,2,2,Live-Trade,1,1,2,2,2,Other,0,17,1,2008,4WD 4dr V6 Eddie Bauer,5 Speed Automatic Transmission W/Od,4.0 L Sohc 12 Valve V6 Engine,Four Wheel Drive,Ford,29384,0,Leather Trimmed Heated Low Back Front Sport Bucket Seats,Solid Paint,Colorado Red,Camel,4047163,1,6300,-1950,average
50604,75530,1085,561,1,1,Live-Trade,1,1,2,2,0,BFGoodrich,0,16,1,2005,"Reg Cab 133.0"" WB 4WD Work Truck","Transmission, 5 Speed Manual W/Overdrive","Engine, Vortec 4300 V6 Mfi",Four Wheel Drive,GMC,21262,0,"Seat Trim, Cloth",0,Summit White,Dark Pewter,182927,1,2800,545,good
50483,121898,1085,561,1,1,Live-Trade,1,1,2,1,0,Other,0,15,1,2004,2dr Cpe EX Manual,Manual,1.7L 4 Cylinder Engine,Front Wheel Drive,Honda,15409,0,Cloth,0,Magnesium Metallic,Black,183003,0,400,35,average
50882,65951,159,568,2,2,In-Stock Trade,1,1,2,2,2,Pirelli,0,18,2,2005,SE Crew Cab 4WD,Automatic,5.6L 8 Cylinder Engine,Four Wheel Drive,Nissan,27841,0,Cloth,0,Smoke,Graphite/Titanium,88927,1,7300,1118,good
51165,128760,1846,561,1,2,Other,1,0,2,0,4,Other,0,16,1,2006,4dr 2.3L XLT 4WD,4 Speed Automatic Transmission W/Od,2.3 L (121) Dohc Sefi 16 Valve I4 Duratec Engine,Four Wheel Drive,Ford,22585,0,Leather Sport Bucket Seats,0,Dark Stone Metallic,Medium/Dk Flint,117538,0,800,35,average
50974,113300,434,178,1,2,Aged Unit,1,1,2,2,0,Other,0,17,1,2008,4WD Crew Cab RTX,Automatic,3.5L V6 Cylinder Engine,Four Wheel Drive,Honda,25828,0,Cloth,0,Dark Cherry Pearl,Beige,430145,0,7500,35,good
50721,58984,1329,777,2,2,Live-Trade,0,0,2,1,2,Michelin,0,16,0,2005,4dr Sdn LE Auto (Natl),5 Speed Automatic Transmission W/Od & Intelligence (Ec Ti),2.4L 4 Cylinder Engine,Front Wheel Drive,Toyota,18011,0,Cloth Seat Trim,0,Phantom Gray Pearl,Stone,24905,0,1500,35,good
50568,34368,1329,777,0,1,Live-Trade,1,0,2,1,2,Other,0,16,1,2001,4dr Sdn SE Auto,4 Speed Automatic Transmission W/Od,2.4L 4 Cylinder Engine,Front Wheel Drive,Nissan,17662,0,Sport Cloth Trim,Standard Paint,Sandrift Beige Metallic,Dusk,113311,1,250,170,average
50445,85589,854,405,0,2,Live-Trade,1,1,2,2,0,Other,0,17,1,2012,"2WD Reg Cab 167"" WB 84"" CA ST",6 Speed Automatic Transmission,5.7 L V8 Hemi Vvt Gas Engine,Rear Wheel Drive,Ram,27686,0,Leatherette,0,Bright White,Light Pebble Beige/Dark Brown Interior,2101111,1,10000,125,bad
